Id,SalePrice
1601,66604.95
1602,132011.3
1603,91739.86
1604,292455.28
1605,228205.27
1606,165781.2
1607,163735.53
1608,201702.36
1609,177024.45
1610,149627.52
1611,132082.31
1612,155844.14
1613,148718.97
1614,114216.66
1615,89755.09
1616,79577.836
1617,82212.94
1618,120547.34
1619,152602.14
1620,182205.39
1621,135625.33
1622,136791.3
1623,254420.36
1624,210423.8
1625,119538.62
1626,159175.17
1627,189793.48
1628,287037.28
1629,181217.72
1630,452292.6
1631,219025.12
1632,256394.0
1633,169850.44
1634,195505.78
1635,180630.47
1636,152488.81
1637,220381.67
1638,203182.11
1639,173666.23
1640,255615.88
1641,177290.39
1642,235815.44
1643,218399.53
1644,253340.94
1645,187698.14
1646,157684.58
1647,148631.08
1648,129523.12
1649,136508.5
1650,122017.27
1651,118659.914
1652,94149.28
1653,94027.125
1654,142957.78
1655,129546.44
1656,148553.98
1657,152212.69
1658,146360.05
1659,113406.56
1660,144395.48
1661,504633.6
1662,391886.5
1663,343484.97
1664,553915.75
1665,273877.16
1666,339462.47
1667,329747.22
1668,301534.6
1669,266751.8
1670,341191.7
1671,296294.03
1672,532087.06
1673,296694.84
1674,250116.48
1675,211554.64
1676,202947.64
1677,212847.81
1678,596759.06
1679,412416.0
1680,314821.97
1681,230242.39
1682,291629.34
1683,195494.25
1684,167978.92
1685,168820.67
1686,170300.14
1687,159957.48
1688,192747.58
1689,183943.52
1690,195511.1
1691,184639.42
1692,236478.48
1693,166988.45
1694,186123.05
1695,162383.9
1696,292433.4
1697,164465.2
1698,378347.8
1699,290079.38
1700,225185.08
1701,256375.64
1702,246963.05
1703,244218.03
1704,306586.47
1705,225597.42
1706,603425.9
1707,205431.77
1708,203421.7
1709,258804.95
1710,224617.77
1711,270420.6
1712,258462.88
1713,295555.22
1714,237730.2
1715,225754.55
1716,180581.55
1717,154243.98
1718,136884.33
1719,207758.42
1720,222309.92
1721,150175.4
1722,140535.33
1723,153930.45
1724,198505.88
1725,245071.3
1726,188987.84
1727,153841.38
1728,172817.7
1729,172940.92
1730,147915.64
1731,135612.55
1732,151741.95
1733,115667.17
1734,117474.18
1735,129912.17
1736,125947.53
1737,328793.03
1738,230892.03
1739,190342.98
1740,244107.95
1741,193795.69
1742,182780.75
1743,180030.84
1744,289317.2
1745,226206.86
1746,190648.67
1747,213636.42
1748,271495.53
1749,170548.81
1750,136442.36
1751,228205.67
1752,120172.26
1753,155400.45
1754,206547.19
1755,155049.23
1756,129212.164
1757,113229.586
1758,147872.92
1759,153572.2
1760,171725.27
1761,151687.69
1762,152664.27
1763,174861.36
1764,111495.34
1765,167949.94
1766,178247.6
1767,253107.39
1768,141087.45
1769,153486.4
1770,143304.2
1771,138779.89
1772,138420.67
1773,131877.81
1774,163665.83
1775,143188.2
1776,118792.836
1777,105862.37
1778,139567.55
1779,124283.7
1780,171490.84
1781,121920.2
1782,91380.7
1783,153427.8
1784,108598.05
1785,121640.81
1786,150101.28
1787,157828.94
1788,75733.5
1789,100217.91
1790,81900.734
1791,202732.47
1792,154014.61
1793,121437.84
1794,148887.44
1795,129037.15
1796,121808.8
1797,140989.75
1798,131163.69
1799,114422.59
1800,142358.23
1801,130009.59
1802,117423.54
1803,149026.94
1804,139701.39
1805,130876.9
1806,128549.805
1807,127432.64
1808,118857.7
1809,136424.05
1810,132427.17
1811,101647.95
1812,115357.97
1813,113561.36
1814,98495.61
1815,55631.02
1816,100391.94
1817,127272.42
1818,160223.86
1819,123317.516
1820,78286.445
1821,91682.54
1822,149166.94
1823,56602.133
1824,141032.66
1825,126506.766
1826,115237.14
1827,114384.75
1828,138317.23
1829,128997.12
1830,141479.67
1831,156777.0
1832,92796.016
1833,133424.8
1834,122434.14
1835,112689.25
1836,128318.28
1837,90421.31
1838,116021.9
1839,93333.125
1840,140414.77
1841,139359.66
1842,96437.45
1843,138917.17
1844,141450.92
1845,160287.94
1846,147155.95
1847,204283.66
1848,52081.246
1849,133352.33
1850,113185.11
1851,138602.45
1852,92483.25
1853,126066.555
1854,161634.44
1855,118015.164
1856,235754.56
1857,167306.95
1858,130161.1
1859,121660.31
1860,152614.86
1861,120410.016
1862,295478.03
1863,238105.95
1864,238350.72
1865,310495.9
1866,287951.53
1867,203858.33
1868,295015.03
1869,199407.98
1870,220250.86
1871,216087.0
1872,164175.73
1873,256227.45
1874,154142.66
1875,194556.56
1876,218638.5
1877,205709.77
1878,219701.17
1879,148389.17
1880,134982.55
1881,292137.28
1882,251904.05
1883,185502.11
1884,199296.45
1885,227286.23
1886,279721.8
1887,207201.33
1888,269814.4
1889,164976.61
1890,126991.5
1891,125169.484
1892,101489.89
1893,138182.06
1894,129129.61
1895,142939.89
1896,115744.86
1897,119948.61
1898,115790.484
1899,150848.84
1900,159878.83
1901,168474.98
1902,170922.05
1903,167969.05
1904,159230.86
1905,196499.47
1906,123382.08
1907,176998.33
1908,110522.03
1909,136837.77
1910,119530.125
1911,208074.62
1912,254523.38
1913,136236.53
1914,64079.36
1915,242865.11
1916,112204.83
1917,249097.3
1918,137690.05
1919,173109.2
1920,133905.61
1921,448659.66
1922,283415.9
1923,206183.64
1924,230279.23
1925,191989.97
1926,431934.53
1927,134099.81
1928,157897.83
1929,135130.39
1930,123118.65
1931,148821.11
1932,136582.84
1933,173836.12
1934,179898.84
1935,184895.89
1936,195557.02
1937,180365.6
1938,174665.86
1939,246599.0
1940,188400.92
1941,178532.81
1942,178040.1
1943,195664.64
1944,326446.75
1945,340318.8
1946,144745.48
1947,290808.3
1948,191978.89
1949,210018.47
1950,185728.08
1951,196609.55
1952,203248.8
1953,174300.28
1954,176981.5
1955,138081.61
1956,388080.9
1957,155636.98
1958,313341.4
1959,138850.17
1960,105069.62
1961,126048.65
1962,101096.695
1963,104350.69
1964,119610.016
1965,142555.45
1966,135698.92
1967,317769.9
1968,412980.88
1969,383895.66
1970,505520.72
1971,589264.8
1972,399279.44
1973,273954.03
1974,293422.5
1975,613075.44
1976,274735.97
1977,434279.4
1978,400589.9
1979,314433.84
1980,201760.5
1981,274643.03
1982,218112.03
1983,192716.84
1984,155534.64
1985,223121.45
1986,242288.97
1987,165312.52
1988,174640.95
1989,188208.11
1990,204649.58
1991,241809.11
1992,226062.8
1993,164973.1
1994,259612.86
1995,187352.7
1996,259795.45
1997,287495.25
1998,376740.53
1999,254705.62
2000,319888.38
2001,257225.3
2002,228332.45
2003,258056.08
2004,281788.72
2005,214746.6
2006,215569.52
2007,256511.77
2008,225773.95
2009,201691.34
2010,186578.62
2011,159389.02
2012,163053.17
2013,192523.77
2014,194353.61
2015,192585.52
2016,195617.11
2017,203195.1
2018,124073.85
2019,134997.89
2020,110394.836
2021,111649.06
2022,191734.52
2023,150981.56
2024,279708.9
2025,319206.62
2026,173224.84
2027,156409.88
2028,151532.27
2029,174664.05
2030,279344.78
2031,238938.05
2032,245279.16
2033,276967.53
2034,174967.3
2035,244490.8
2036,184401.34
2037,189044.7
2038,240417.31
2039,200120.7
2040,360682.6
2041,231313.05
2042,213464.19
2043,183836.83
2044,171698.4
2045,169972.27
2046,135070.81
2047,142616.05
2048,136369.77
2049,113470.42
2050,164081.3
2051,113464.33
2052,129857.1
2053,138736.7
2054,86776.83
2055,149650.05
2056,129051.81
2057,118456.55
2058,219934.39
2059,142221.12
2060,161676.08
2061,170650.94
2062,124802.23
2063,108206.484
2064,148007.2
2065,108555.79
2066,165474.22
2067,148540.97
2068,131133.2
2069,86974.42
2070,109611.57
2071,95198.45
2072,141568.95
2073,130169.625
2074,122966.41
2075,136054.67
2076,115209.984
2077,169587.33
2078,136157.95
2079,140812.83
2080,123466.05
2081,115850.66
2082,150123.05
2083,147626.92
2084,109375.375
2085,109033.8
2086,123162.55
2087,122894.76
2088,116695.8
2089,83320.01
2090,119136.44
2091,125288.97
2092,123291.5
2093,123343.78
2094,121200.7
2095,150439.28
2096,74906.93
2097,95090.17
2098,153446.55
2099,55709.543
2100,125477.8
2101,120363.5
2102,128837.87
2103,102256.56
2104,135086.92
2105,113998.195
2106,70748.47
2107,237929.98
2108,119582.6
2109,104923.98
2110,139373.02
2111,129005.69
2112,140478.6
2113,118061.13
2114,112235.17
2115,186844.14
2116,117294.66
2117,142059.58
2118,112109.88
2119,121052.984
2120,114692.664
2121,123683.56
2122,131782.06
2123,78762.875
2124,174881.98
2125,134606.67
2126,164711.61
2127,182423.52
2128,127942.7
2129,96522.86
2130,133313.27
2131,128978.72
2132,115138.375
2133,126556.65
2134,123886.88
2135,83130.44
2136,96852.99
2137,117669.72
2138,135879.52
2139,152613.12
2140,132042.64
2141,149792.25
2142,136683.92
2143,159795.47
2144,136107.16
2145,142751.55
2146,165970.14
2147,142292.02
2148,147834.94
2149,149185.66
2150,189959.88
2151,104310.33
2152,160851.86
2153,157412.58
2154,109911.27
2155,149267.38
2156,269465.34
2157,239930.44
2158,241659.95
2159,195281.86
2160,181313.55
2161,209564.75
2162,538851.4
2163,326886.12
2164,234976.83
2165,173916.36
2166,159330.44
2167,213661.25
2168,197748.89
2169,205451.53
2170,185705.17
2171,148321.77
2172,150579.86
2173,154477.5
2174,241151.39
2175,267580.78
2176,312363.03
2177,260851.3
2178,213944.69
2179,142926.39
2180,274613.6
2181,187068.42
2182,204464.47
2183,178307.7
2184,118846.305
2185,121608.7
2186,135757.52
2187,148493.6
2188,147345.61
2189,297816.4
2190,88351.47
2191,95051.625
2192,85181.69
2193,97140.89
2194,111968.555
2195,155817.55
2196,100730.29
2197,121236.09
2198,171266.17
2199,205411.58
2200,148239.16
2201,144049.22
2202,204594.92
2203,166385.83
2204,183494.55
2205,126830.39
2206,161140.7
2207,208134.78
2208,249357.94
2209,188472.3
2210,113846.14
2211,111815.984
2212,107416.89
2213,88521.875
2214,124472.37
2215,104773.56
2216,147268.17
2217,87998.8
2218,87602.19
2219,82505.984
2220,83208.266
2221,247427.39
2222,274617.03
2223,259079.77
2224,206483.1
2225,139445.61
2226,212832.33
2227,205538.06
2228,247261.27
2229,238623.28
2230,150370.72
2231,212834.6
2232,175485.83
2233,181629.92
2234,215834.17
2235,250128.58
2236,245738.53
2237,366183.12
2238,208584.2
2239,112156.14
2240,150508.84
2241,159336.06
2242,126348.73
2243,133218.66
2244,98893.07
2245,104004.33
2246,131021.516
2247,116079.08
2248,126009.73
2249,119226.83
2250,123797.78
2251,142152.27
2252,171129.8
2253,156790.42
2254,174506.39
2255,203202.05
2256,169211.19
2257,197155.33
2258,155540.62
2259,171289.47
2260,160318.77
2261,189508.64
2262,200457.0
2263,342034.94
2264,472608.34
2265,188662.78
2266,254964.14
2267,379967.47
2268,383709.34
2269,149791.3
2270,189861.17
2271,200714.02
2272,178739.77
2273,147913.23
2274,188612.25
2275,178098.6
2276,189697.61
2277,183360.56
2278,142605.55
2279,126802.06
2280,123294.34
2281,160053.89
2282,171728.03
2283,105783.734
2284,109058.3
2285,154346.16
2286,124060.695
2287,328816.6
2288,293212.75
2289,469842.44
2290,450830.28
2291,332677.7
2292,435449.6
2293,521551.4
2294,443755.1
2295,393650.56
2296,289099.53
2297,280658.8
2298,333911.47
2299,423689.3
2300,356473.03
2301,286836.53
2302,285059.66
2303,249694.75
2304,244743.1
2305,207125.17
2306,194179.7
2307,222964.25
2308,217978.2
2309,275164.53
2310,199437.52
2311,215934.8
2312,163558.2
2313,173028.12
2314,174178.55
2315,181204.27
2316,198030.03
2317,181028.47
2318,181470.58
2319,176187.86
2320,174356.23
2321,259253.48
2322,170636.64
2323,163223.05
2324,174232.97
2325,198607.06
2326,163541.86
2327,197777.55
2328,227040.48
2329,199423.28
2330,178300.95
2331,410148.34
2332,358329.16
2333,305921.34
2334,272882.94
2335,263473.66
2336,336271.84
2337,209728.61
2338,309729.28
2339,227437.66
2340,397884.3
2341,218494.31
2342,250650.11
2343,249984.38
2344,225626.72
2345,218103.36
2346,215074.95
2347,209388.66
2348,261433.8
2349,199524.38
2350,299816.6
2351,246534.7
2352,273797.78
2353,316982.28
2354,148244.89
2355,141634.0
2356,153578.7
2357,187557.03
2358,196702.42
2359,124229.55
2360,112286.14
2361,137608.92
2362,329260.06
2363,138705.95
2364,161643.55
2365,234345.42
2366,198137.36
2367,212991.7
2368,214507.78
2369,210163.98
2370,180067.28
2371,169992.8
2372,195164.77
2373,243449.92
2374,313129.84
2375,248194.7
2376,349855.9
2377,331773.47
2378,145606.92
2379,246531.58
2380,146941.8
2381,193247.7
2382,181739.73
2383,209488.05
2384,244786.8
2385,154151.16
2386,136433.64
2387,139313.36
2388,96404.39
2389,123790.94
2390,151212.48
2391,147991.52
2392,111722.0
2393,159436.73
2394,147596.67
2395,197689.3
2396,149312.33
2397,222700.31
2398,143969.53
2399,67772.82
2400,74513.02
2401,106854.67
2402,128631.24
2403,115228.18
2404,151546.48
2405,167237.33
2406,140502.27
2407,132761.52
2408,147376.48
2409,114415.445
2410,159523.61
2411,112355.93
2412,159746.02
2413,131346.77
2414,143781.2
2415,135538.64
2416,123805.13
2417,143956.95
2418,130034.22
2419,132770.23
2420,120683.39
2421,174923.2
2422,94688.65
2423,153034.39
2424,135837.05
2425,297525.94
2426,151058.22
2427,142788.92
2428,176139.78
2429,115571.61
2430,130429.79
2431,106903.05
2432,148093.02
2433,148300.86
2434,148868.27
2435,167235.33
2436,110465.75
2437,109165.51
2438,114971.01
2439,109197.46
2440,113681.19
2441,109363.31
2442,107762.2
2443,121832.38
2444,142420.72
2445,86803.24
2446,141373.39
2447,183150.9
2448,131529.34
2449,105447.14
2450,153956.22
2451,126074.8
2452,228350.58
2453,92281.375
2454,150123.92
2455,135922.34
2456,135120.77
2457,115823.484
2458,122756.375
2459,106054.76
2460,134275.8
2461,107043.28
2462,134719.81
2463,128711.93
2464,156932.67
2465,145428.17
2466,122670.125
2467,128767.27
2468,76728.41
2469,83089.76
2470,187751.11
2471,195894.7
2472,163898.89
2473,103325.266
2474,99848.29
2475,221739.12
2476,114063.17
2477,121715.1
2478,162151.55
2479,111607.75
2480,137745.73
2481,159524.08
2482,131757.81
2483,117858.69
2484,139275.25
2485,119515.97
2486,162835.95
2487,243770.2
2488,154932.55
2489,150263.22
2490,177244.36
2491,91097.83
2492,195941.97
2493,137061.48
2494,139131.08
2495,116359.12
2496,194942.55
2497,139080.11
2498,115977.016
2499,85837.49
2500,123986.945
2501,132419.11
2502,142459.67
2503,78857.84
2504,192890.56
2505,229795.62
2506,249396.88
2507,300794.16
2508,250104.36
2509,217479.56
2510,208068.61
2511,165852.86
2512,201688.3
2513,213837.83
2514,223884.92
2515,151836.61
2516,178032.5
2517,144016.86
2518,180588.69
2519,229462.2
2520,225288.33
2521,188241.55
2522,230131.81
2523,122333.67
2524,146806.17
2525,147491.23
2526,151741.52
2527,110265.05
2528,129533.016
2529,130584.91
2530,124151.29
2531,253643.05
2532,215910.81
2533,194972.27
2534,198098.64
2535,313678.84
2536,234437.55
2537,216515.95
2538,184176.08
2539,179489.36
2540,174543.39
2541,174856.7
2542,166000.72
2543,133309.05
2544,138768.34
2545,117195.82
2546,110004.24
2547,134254.84
2548,145815.11
2549,169615.16
2550,209035.97
2551,131576.0
2552,126593.98
2553,95429.12
2554,76275.44
2555,101535.49
2556,92221.47
2557,114762.32
2558,206909.39
2559,158985.77
2560,131131.12
2561,136270.48
2562,133527.73
2563,142324.52
2564,193737.62
2565,159063.92
2566,176403.8
2567,133434.11
2568,222441.8
2569,190302.58
2570,111262.8
2571,181910.6
2572,149161.78
2573,217259.36
2574,257676.02
2575,131870.6
2576,141659.66
2577,145718.14
2578,92974.71
2579,61776.164
2580,121795.234
2581,152540.72
2582,128681.875
2583,268534.75
2584,172427.86
2585,188335.08
2586,212924.03
2587,192125.94
2588,141451.0
2589,149873.83
2590,203228.69
2591,239570.66
2592,204242.47
2593,252030.61
2594,165668.88
2595,183908.39
2596,262305.06
2597,188852.08
2598,282860.2
2599,338580.6
2600,242196.4
2601,161174.92
2602,79553.47
2603,96608.84
2604,97563.47
2605,81193.03
2606,162612.14
2607,202181.98
2608,218148.69
2609,161626.64
2610,121329.9
2611,159195.23
2612,144861.23
2613,129578.016
2614,124438.34
2615,155828.83
2616,151672.86
2617,182586.83
2618,268090.47
2619,204024.02
2620,194570.2
2621,174478.58
2622,185494.73
2623,232875.7
2624,348226.12
2625,424992.22
2626,175845.86
2627,156043.16
2628,471571.5
2629,552395.3
2630,359957.06
2631,436322.56
2632,416452.78
2633,309076.3
2634,370962.6
2635,161543.39
2636,185512.73
2637,176258.89
2638,252166.88
2639,178586.77
2640,155472.86
2641,114415.984
2642,175569.8
2643,111123.55
2644,118769.91
2645,109568.65
2646,95664.59
2647,99157.29
2648,139279.08
2649,147211.27
2650,119471.52
2651,129023.12
2652,451715.6
2653,222927.5
2654,263362.22
2655,399144.28
2656,304752.94
2657,341801.72
2658,293516.6
2659,324034.5
2660,374569.38
2661,400860.97
2662,353418.0
2663,300467.56
2664,266429.2
2665,296034.0
2666,295828.94
2667,179506.98
2668,187024.81
2669,172814.16
2670,299188.03
2671,183659.58
2672,225077.64
2673,230498.6
2674,231618.42
2675,166930.11
2676,183997.94
2677,202745.86
2678,263121.2
2679,259204.67
2680,293109.53
2681,283562.03
2682,277412.78
2683,415266.97
2684,316198.97
2685,279928.22
2686,262822.6
2687,310953.22
2688,212489.52
2689,206978.42
2690,560040.2
2691,197789.67
2692,146875.89
2693,202485.53
2694,152534.28
2695,189990.61
2696,184525.3
2697,194230.89
2698,158068.61
2699,173592.39
2700,155370.86
2701,169466.4
2702,120826.43
2703,140694.98
2704,135591.02
2705,112376.56
2706,118767.7
2707,130427.93
2708,132701.06
2709,109306.09
2710,126461.11
2711,402687.25
2712,417519.97
2713,176254.33
2714,147724.7
2715,185466.61
2716,150525.94
2717,219459.02
2718,210898.4
2719,133528.61
2720,170914.11
2721,136042.62
2722,158185.39
2723,154976.58
2724,129857.37
2725,122091.32
2726,165906.33
2727,164298.11
2728,173150.78
2729,144096.48
2730,142429.92
2731,121446.61
2732,126229.7
2733,153762.2
2734,166916.36
2735,131696.0
2736,128453.016
2737,110590.586
2738,123031.984
2739,152494.95
2740,146492.92
2741,153621.66
2742,148573.45
2743,154140.25
2744,153616.5
2745,141681.02
2746,140451.42
2747,146183.92
2748,116543.66
2749,130549.84
2750,119058.97
2751,125251.48
2752,190453.7
2753,130774.47
2754,97836.21
2755,134345.11
2756,94739.44
2757,78052.87
2758,94806.5
2759,137554.58
2760,138703.25
2761,151265.14
2762,151371.83
2763,169121.89
2764,156765.08
2765,286845.4
2766,120887.21
2767,89567.414
2768,129291.5
2769,138733.33
2770,134800.94
2771,115822.42
2772,117075.76
2773,171973.27
2774,135743.69
2775,128067.89
2776,146585.67
2777,128099.516
2778,104663.984
2779,122372.9
2780,108380.414
2781,96790.64
2782,100732.016
2783,112620.55
2784,118109.94
2785,126269.53
2786,67685.76
2787,122461.7
2788,79712.766
2789,170468.95
2790,89499.34
2791,118994.98
2792,68225.516
2793,163034.83
2794,95374.41
2795,113611.41
2796,106927.63
2797,227269.3
2798,116954.78
2799,118022.59
2800,75124.68
2801,101460.22
2802,141933.92
2803,182775.33
2804,150216.36
2805,101404.05
2806,99306.36
2807,161429.08
2808,155637.27
2809,131573.08
2810,127305.984
2811,177255.44
2812,159804.9
2813,167797.27
2814,182463.06
2815,113879.5
2816,199274.17
2817,166781.86
2818,142612.23
2819,156722.03
2820,131485.17
2821,103284.39
2822,157629.58
2823,374015.12
2824,200963.55
2825,142781.17
2826,131360.7
2827,128721.72
2828,204832.28
2829,197328.98
2830,235907.33
2831,177203.86
2832,300519.1
2833,289017.78
2834,217023.98
2835,211682.0
2836,206556.84
2837,149128.39
2838,140588.88
2839,177942.38
2840,203859.03
2841,208175.55
2842,222597.3
2843,152984.86
2844,173555.06
2845,120496.2
2846,210045.94
2847,219717.11
2848,205839.89
2849,196840.89
2850,256032.69
2851,206549.94
2852,238225.98
2853,235009.84
2854,138181.12
2855,195397.4
2856,199581.27
2857,184130.95
2858,194251.44
2859,120185.59
2860,120977.04
2861,121487.984
2862,181999.83
2863,130960.08
2864,258911.33
2865,140661.56
2866,129532.266
2867,90463.94
2868,106556.34
2869,80516.72
2870,121846.82
2871,89380.02
2872,43974.285
2873,120042.484
2874,151217.75
2875,110673.375
2876,172692.12
2877,139985.12
2878,162243.05
2879,153995.53
2880,102843.086
2881,144863.27
2882,179797.33
2883,201721.28
2884,187055.86
2885,183444.7
2886,281858.72
2887,108232.5
2888,132105.47
2889,59610.133
2890,81802.51
2891,145855.72
2892,88723.266
2893,101248.59
2894,76696.14
2895,282515.47
2896,283260.66
2897,177369.17
2898,147886.78
2899,190653.06
2900,167612.1
2901,213361.36
2902,187887.3
2903,340893.72
2904,367487.88
2905,170877.45
2906,204561.34
2907,113894.92
2908,121416.89
2909,84813.59
2910,82401.84
2911,81585.73
2912,156157.02
2913,76608.0
2914,82934.14
2915,84992.09
2916,77502.58
2917,192870.23
2918,128896.56
2919,221961.86
